nohup: ignoring input
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%% 

%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%  fedavg  local_only:1   %%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%% 

# alg: fedavg , epochs: 100, shard_per_user: 5, limit_local_output: 0, local_rep_ep: 3 , local_only: 1, is_concept_shift: 0, dataset: mnist, level_n_system: 0.0 , level_n_lowerb:0.4  

fedavg
MLP(
  (layer_input): Linear(in_features=784, out_features=512, bias=True)
  (relu): ReLU()
  (dropout): Dropout(p=0, inplace=False)
  (layer_hidden1): Linear(in_features=512, out_features=256, bias=True)
  (layer_hidden2): Linear(in_features=256, out_features=64, bias=True)
  (layer_out): Linear(in_features=64, out_features=5, bias=True)
  (softmax): Softmax(dim=1)
)
odict_keys(['layer_input.weight', 'layer_input.bias', 'layer_hidden1.weight', 'layer_hidden1.bias', 'layer_hidden2.weight', 'layer_hidden2.bias', 'layer_out.weight', 'layer_out.bias'])
8
[]
['layer_input.weight', 'layer_input.bias', 'layer_hidden1.weight', 'layer_hidden1.bias', 'layer_hidden2.weight', 'layer_hidden2.bias', 'layer_out.weight', 'layer_out.bias']
learning rate, batch size: 0.01, 10 

Round   0, Train loss: 1.589, Test loss: 1.551, Test accuracy: 57.92
Round   0, Global train loss: 1.589, Global test loss: 1.552, Global test accuracy: 57.30
Round   1, Train loss: 1.267, Test loss: 1.131, Test accuracy: 85.74
Round   1, Global train loss: 1.267, Global test loss: 1.025, Global test accuracy: 94.32
Round   2, Train loss: 0.972, Test loss: 1.096, Test accuracy: 86.38
Round   2, Global train loss: 0.972, Global test loss: 0.972, Global test accuracy: 95.14
Round   3, Train loss: 1.168, Test loss: 1.006, Test accuracy: 93.68
Round   3, Global train loss: 1.168, Global test loss: 1.004, Global test accuracy: 94.04
Round   4, Train loss: 0.961, Test loss: 0.980, Test accuracy: 95.10
Round   4, Global train loss: 0.961, Global test loss: 0.959, Global test accuracy: 95.98
Round   5, Train loss: 0.950, Test loss: 0.973, Test accuracy: 95.08
Round   5, Global train loss: 0.950, Global test loss: 0.958, Global test accuracy: 95.98
Round   6, Train loss: 0.948, Test loss: 0.963, Test accuracy: 95.34
Round   6, Global train loss: 0.948, Global test loss: 0.958, Global test accuracy: 95.74
Round   7, Train loss: 0.939, Test loss: 0.960, Test accuracy: 95.54
Round   7, Global train loss: 0.939, Global test loss: 0.952, Global test accuracy: 95.88
Round   8, Train loss: 0.930, Test loss: 0.959, Test accuracy: 95.48
Round   8, Global train loss: 0.930, Global test loss: 0.953, Global test accuracy: 96.04
Round   9, Train loss: 0.934, Test loss: 0.958, Test accuracy: 95.56
Round   9, Global train loss: 0.934, Global test loss: 0.949, Global test accuracy: 96.20
Round  10, Train loss: 0.928, Test loss: 0.957, Test accuracy: 95.44
Round  10, Global train loss: 0.928, Global test loss: 0.949, Global test accuracy: 96.22
Round  11, Train loss: 0.922, Test loss: 0.955, Test accuracy: 95.60
Round  11, Global train loss: 0.922, Global test loss: 0.944, Global test accuracy: 96.40
Round  12, Train loss: 0.939, Test loss: 0.957, Test accuracy: 95.40
Round  12, Global train loss: 0.939, Global test loss: 0.944, Global test accuracy: 96.60
Round  13, Train loss: 0.921, Test loss: 0.956, Test accuracy: 95.48
Round  13, Global train loss: 0.921, Global test loss: 0.951, Global test accuracy: 95.94
Round  14, Train loss: 0.920, Test loss: 0.956, Test accuracy: 95.48
Round  14, Global train loss: 0.920, Global test loss: 0.949, Global test accuracy: 95.84
Round  15, Train loss: 0.926, Test loss: 0.955, Test accuracy: 95.58
Round  15, Global train loss: 0.926, Global test loss: 0.945, Global test accuracy: 96.48
Round  16, Train loss: 0.924, Test loss: 0.955, Test accuracy: 95.66
Round  16, Global train loss: 0.924, Global test loss: 0.946, Global test accuracy: 96.48
Round  17, Train loss: 0.917, Test loss: 0.954, Test accuracy: 95.56
Round  17, Global train loss: 0.917, Global test loss: 0.944, Global test accuracy: 96.34
Round  18, Train loss: 0.922, Test loss: 0.954, Test accuracy: 95.54
Round  18, Global train loss: 0.922, Global test loss: 0.945, Global test accuracy: 96.44
Round  19, Train loss: 0.915, Test loss: 0.954, Test accuracy: 95.50
Round  19, Global train loss: 0.915, Global test loss: 0.946, Global test accuracy: 96.24
Round  20, Train loss: 0.917, Test loss: 0.954, Test accuracy: 95.54
Round  20, Global train loss: 0.917, Global test loss: 0.945, Global test accuracy: 96.56
Round  21, Train loss: 0.916, Test loss: 0.954, Test accuracy: 95.48
Round  21, Global train loss: 0.916, Global test loss: 0.945, Global test accuracy: 96.46
Round  22, Train loss: 0.920, Test loss: 0.954, Test accuracy: 95.42
Round  22, Global train loss: 0.920, Global test loss: 0.943, Global test accuracy: 96.64
Round  23, Train loss: 0.916, Test loss: 0.954, Test accuracy: 95.40
Round  23, Global train loss: 0.916, Global test loss: 0.940, Global test accuracy: 96.78
Round  24, Train loss: 0.913, Test loss: 0.954, Test accuracy: 95.34
Round  24, Global train loss: 0.913, Global test loss: 0.946, Global test accuracy: 96.12
Round  25, Train loss: 0.916, Test loss: 0.954, Test accuracy: 95.28
Round  25, Global train loss: 0.916, Global test loss: 0.944, Global test accuracy: 96.28
Round  26, Train loss: 0.916, Test loss: 0.954, Test accuracy: 95.26
Round  26, Global train loss: 0.916, Global test loss: 0.949, Global test accuracy: 95.82
Round  27, Train loss: 0.912, Test loss: 0.954, Test accuracy: 95.30
Round  27, Global train loss: 0.912, Global test loss: 0.943, Global test accuracy: 96.46
Round  28, Train loss: 0.918, Test loss: 0.953, Test accuracy: 95.36
Round  28, Global train loss: 0.918, Global test loss: 0.940, Global test accuracy: 96.76
Round  29, Train loss: 0.913, Test loss: 0.953, Test accuracy: 95.40
Round  29, Global train loss: 0.913, Global test loss: 0.943, Global test accuracy: 96.40
Round  30, Train loss: 0.912, Test loss: 0.953, Test accuracy: 95.36
Round  30, Global train loss: 0.912, Global test loss: 0.941, Global test accuracy: 96.70
Round  31, Train loss: 0.915, Test loss: 0.953, Test accuracy: 95.38
Round  31, Global train loss: 0.915, Global test loss: 0.946, Global test accuracy: 95.98
Round  32, Train loss: 0.913, Test loss: 0.953, Test accuracy: 95.40
Round  32, Global train loss: 0.913, Global test loss: 0.943, Global test accuracy: 96.46
Round  33, Train loss: 0.914, Test loss: 0.953, Test accuracy: 95.38
Round  33, Global train loss: 0.914, Global test loss: 0.941, Global test accuracy: 96.62
Round  34, Train loss: 0.916, Test loss: 0.953, Test accuracy: 95.40
Round  34, Global train loss: 0.916, Global test loss: 0.944, Global test accuracy: 96.46
Round  35, Train loss: 0.911, Test loss: 0.953, Test accuracy: 95.40
Round  35, Global train loss: 0.911, Global test loss: 0.943, Global test accuracy: 96.42
