nohup: ignoring input
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%% 

%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%  fedavg  local_only:1   %%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%% 

# alg: fedavg , epochs: 100, shard_per_user: 5, limit_local_output: 0, local_rep_ep: 3 , local_only: 1, is_concept_shift: 0, dataset: mnist, level_n_system: 0.0 , level_n_lowerb:0.4  

fedavg
MLP(
  (layer_input): Linear(in_features=784, out_features=512, bias=True)
  (relu): ReLU()
  (dropout): Dropout(p=0, inplace=False)
  (layer_hidden1): Linear(in_features=512, out_features=256, bias=True)
  (layer_hidden2): Linear(in_features=256, out_features=64, bias=True)
  (layer_out): Linear(in_features=64, out_features=5, bias=True)
  (softmax): Softmax(dim=1)
)
odict_keys(['layer_input.weight', 'layer_input.bias', 'layer_hidden1.weight', 'layer_hidden1.bias', 'layer_hidden2.weight', 'layer_hidden2.bias', 'layer_out.weight', 'layer_out.bias'])
8
[]
['layer_input.weight', 'layer_input.bias', 'layer_hidden1.weight', 'layer_hidden1.bias', 'layer_hidden2.weight', 'layer_hidden2.bias', 'layer_out.weight', 'layer_out.bias']
learning rate, batch size: 0.01, 10 

Round   0, Train loss: 1.574, Test loss: 1.503, Test accuracy: 28.42
Round   0, Global train loss: 1.574, Global test loss: 1.503, Global test accuracy: 28.04
Round   1, Train loss: 1.306, Test loss: 1.158, Test accuracy: 79.66
Round   1, Global train loss: 1.306, Global test loss: 1.071, Global test accuracy: 92.60
Round   2, Train loss: 1.109, Test loss: 1.074, Test accuracy: 87.06
Round   2, Global train loss: 1.109, Global test loss: 1.000, Global test accuracy: 94.62
Round   3, Train loss: 1.075, Test loss: 1.013, Test accuracy: 93.70
Round   3, Global train loss: 1.075, Global test loss: 0.987, Global test accuracy: 94.62
Round   4, Train loss: 0.976, Test loss: 0.989, Test accuracy: 94.76
Round   4, Global train loss: 0.976, Global test loss: 0.971, Global test accuracy: 95.40
Round   5, Train loss: 0.965, Test loss: 0.976, Test accuracy: 94.84
Round   5, Global train loss: 0.965, Global test loss: 0.965, Global test accuracy: 95.56
Round   6, Train loss: 0.932, Test loss: 0.972, Test accuracy: 94.98
Round   6, Global train loss: 0.932, Global test loss: 0.963, Global test accuracy: 95.34
Round   7, Train loss: 0.926, Test loss: 0.970, Test accuracy: 95.06
Round   7, Global train loss: 0.926, Global test loss: 0.953, Global test accuracy: 96.14
Round   8, Train loss: 0.938, Test loss: 0.968, Test accuracy: 95.06
Round   8, Global train loss: 0.938, Global test loss: 0.951, Global test accuracy: 96.16
Round   9, Train loss: 0.924, Test loss: 0.967, Test accuracy: 95.20
Round   9, Global train loss: 0.924, Global test loss: 0.952, Global test accuracy: 96.14
Round  10, Train loss: 0.932, Test loss: 0.965, Test accuracy: 95.24
Round  10, Global train loss: 0.932, Global test loss: 0.954, Global test accuracy: 96.04
Round  11, Train loss: 0.919, Test loss: 0.965, Test accuracy: 95.22
Round  11, Global train loss: 0.919, Global test loss: 0.950, Global test accuracy: 96.12
Round  12, Train loss: 0.921, Test loss: 0.964, Test accuracy: 95.24
Round  12, Global train loss: 0.921, Global test loss: 0.950, Global test accuracy: 96.24
Round  13, Train loss: 0.923, Test loss: 0.963, Test accuracy: 95.18
Round  13, Global train loss: 0.923, Global test loss: 0.952, Global test accuracy: 96.26
Round  14, Train loss: 0.916, Test loss: 0.963, Test accuracy: 95.18
Round  14, Global train loss: 0.916, Global test loss: 0.943, Global test accuracy: 96.82
Round  15, Train loss: 0.915, Test loss: 0.963, Test accuracy: 95.00
Round  15, Global train loss: 0.915, Global test loss: 0.949, Global test accuracy: 95.98
Round  16, Train loss: 0.919, Test loss: 0.962, Test accuracy: 95.04
Round  16, Global train loss: 0.919, Global test loss: 0.951, Global test accuracy: 95.94
Round  17, Train loss: 0.914, Test loss: 0.961, Test accuracy: 94.94
Round  17, Global train loss: 0.914, Global test loss: 0.949, Global test accuracy: 96.24
Round  18, Train loss: 0.919, Test loss: 0.961, Test accuracy: 95.02
Round  18, Global train loss: 0.919, Global test loss: 0.948, Global test accuracy: 96.16
Round  19, Train loss: 0.913, Test loss: 0.961, Test accuracy: 94.96
Round  19, Global train loss: 0.913, Global test loss: 0.947, Global test accuracy: 96.18
Round  20, Train loss: 0.922, Test loss: 0.960, Test accuracy: 94.96
Round  20, Global train loss: 0.922, Global test loss: 0.953, Global test accuracy: 95.70
Round  21, Train loss: 0.912, Test loss: 0.960, Test accuracy: 94.94
Round  21, Global train loss: 0.912, Global test loss: 0.948, Global test accuracy: 96.08
Round  22, Train loss: 0.916, Test loss: 0.960, Test accuracy: 94.94
Round  22, Global train loss: 0.916, Global test loss: 0.953, Global test accuracy: 95.56
Round  23, Train loss: 0.912, Test loss: 0.959, Test accuracy: 95.02
Round  23, Global train loss: 0.912, Global test loss: 0.949, Global test accuracy: 96.00
Round  24, Train loss: 0.914, Test loss: 0.959, Test accuracy: 95.02
Round  24, Global train loss: 0.914, Global test loss: 0.949, Global test accuracy: 96.12
Round  25, Train loss: 0.913, Test loss: 0.958, Test accuracy: 95.00
Round  25, Global train loss: 0.913, Global test loss: 0.946, Global test accuracy: 96.28
Round  26, Train loss: 0.914, Test loss: 0.958, Test accuracy: 95.02
Round  26, Global train loss: 0.914, Global test loss: 0.947, Global test accuracy: 96.10
Round  27, Train loss: 0.909, Test loss: 0.958, Test accuracy: 95.04
Round  27, Global train loss: 0.909, Global test loss: 0.948, Global test accuracy: 95.84
