nohup: ignoring input
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%% 

%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%  fedavg  local_only:1   %%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%% 

# alg: fedavg , epochs: 100, shard_per_user: 10, limit_local_output: 0, local_rep_ep: 3 , local_only: 1, is_concept_shift: 0, dataset: mnist, level_n_system: 0.0 , level_n_lowerb:0.0  

fedavg
MLP(
  (layer_input): Linear(in_features=784, out_features=512, bias=True)
  (relu): ReLU()
  (dropout): Dropout(p=0, inplace=False)
  (layer_hidden1): Linear(in_features=512, out_features=256, bias=True)
  (layer_hidden2): Linear(in_features=256, out_features=64, bias=True)
  (layer_out): Linear(in_features=64, out_features=5, bias=True)
  (softmax): Softmax(dim=1)
)
odict_keys(['layer_input.weight', 'layer_input.bias', 'layer_hidden1.weight', 'layer_hidden1.bias', 'layer_hidden2.weight', 'layer_hidden2.bias', 'layer_out.weight', 'layer_out.bias'])
8
[]
['layer_input.weight', 'layer_input.bias', 'layer_hidden1.weight', 'layer_hidden1.bias', 'layer_hidden2.weight', 'layer_hidden2.bias', 'layer_out.weight', 'layer_out.bias']
learning rate, batch size: 0.01, 10 

Round   0, Train loss: 1.590, Test loss: 1.550, Test accuracy: 77.22
Round   0, Global train loss: 1.590, Global test loss: 1.550, Global test accuracy: 78.31
Round   1, Train loss: 1.333, Test loss: 1.184, Test accuracy: 89.04
Round   1, Global train loss: 1.333, Global test loss: 1.064, Global test accuracy: 93.26
Round   2, Train loss: 1.107, Test loss: 1.100, Test accuracy: 91.62
Round   2, Global train loss: 1.107, Global test loss: 0.985, Global test accuracy: 95.54
Round   3, Train loss: 1.026, Test loss: 1.056, Test accuracy: 92.80
Round   3, Global train loss: 1.026, Global test loss: 0.962, Global test accuracy: 96.59
Round   4, Train loss: 1.019, Test loss: 1.025, Test accuracy: 94.21
Round   4, Global train loss: 1.019, Global test loss: 0.958, Global test accuracy: 96.69
Round   5, Train loss: 1.032, Test loss: 0.985, Test accuracy: 95.06
Round   5, Global train loss: 1.032, Global test loss: 0.970, Global test accuracy: 95.83
Round   6, Train loss: 0.942, Test loss: 0.976, Test accuracy: 95.33
Round   6, Global train loss: 0.942, Global test loss: 0.951, Global test accuracy: 96.62
Round   7, Train loss: 0.946, Test loss: 0.969, Test accuracy: 95.79
Round   7, Global train loss: 0.946, Global test loss: 0.950, Global test accuracy: 96.75
Round   8, Train loss: 0.947, Test loss: 0.959, Test accuracy: 96.06
Round   8, Global train loss: 0.947, Global test loss: 0.949, Global test accuracy: 96.85
Round   9, Train loss: 0.927, Test loss: 0.959, Test accuracy: 96.01
