nohup: ignoring input
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%% 

%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%  fedavg  local_only:1   %%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%% 

# alg: fedavg , epochs: 100, shard_per_user: 10, limit_local_output: 0, local_rep_ep: 3 , local_only: 1, is_concept_shift: 0, dataset: mnist, level_n_system: 0.0 , level_n_lowerb:0.0  

fedavg
MLP(
  (layer_input): Linear(in_features=784, out_features=512, bias=True)
  (relu): ReLU()
  (dropout): Dropout(p=0, inplace=False)
  (layer_hidden1): Linear(in_features=512, out_features=256, bias=True)
  (layer_hidden2): Linear(in_features=256, out_features=64, bias=True)
  (layer_out): Linear(in_features=64, out_features=10, bias=True)
  (softmax): Softmax(dim=1)
)
odict_keys(['layer_input.weight', 'layer_input.bias', 'layer_hidden1.weight', 'layer_hidden1.bias', 'layer_hidden2.weight', 'layer_hidden2.bias', 'layer_out.weight', 'layer_out.bias'])
8
[]
['layer_input.weight', 'layer_input.bias', 'layer_hidden1.weight', 'layer_hidden1.bias', 'layer_hidden2.weight', 'layer_hidden2.bias', 'layer_out.weight', 'layer_out.bias']
learning rate, batch size: 0.01, 10 

Round   0, Train loss: 2.299, Test loss: 2.294, Test accuracy: 34.15
Round   0, Global train loss: 2.299, Global test loss: 2.294, Global test accuracy: 34.14
Round   1, Train loss: 2.270, Test loss: 2.219, Test accuracy: 32.16
Round   1, Global train loss: 2.270, Global test loss: 2.205, Global test accuracy: 31.96
Round   2, Train loss: 2.065, Test loss: 2.015, Test accuracy: 51.69
Round   2, Global train loss: 2.065, Global test loss: 1.893, Global test accuracy: 64.41
Round   3, Train loss: 1.905, Test loss: 1.954, Test accuracy: 55.87
Round   3, Global train loss: 1.905, Global test loss: 1.807, Global test accuracy: 71.26
Round   4, Train loss: 1.859, Test loss: 1.902, Test accuracy: 59.81
Round   4, Global train loss: 1.859, Global test loss: 1.779, Global test accuracy: 71.69
Round   5, Train loss: 1.794, Test loss: 1.870, Test accuracy: 61.70
Round   5, Global train loss: 1.794, Global test loss: 1.759, Global test accuracy: 72.07
Round   6, Train loss: 1.864, Test loss: 1.847, Test accuracy: 63.67
Round   6, Global train loss: 1.864, Global test loss: 1.770, Global test accuracy: 72.80
Round   7, Train loss: 1.763, Test loss: 1.825, Test accuracy: 65.86
Round   7, Global train loss: 1.763, Global test loss: 1.739, Global test accuracy: 73.51
Round   8, Train loss: 1.708, Test loss: 1.820, Test accuracy: 66.27
Round   8, Global train loss: 1.708, Global test loss: 1.730, Global test accuracy: 73.92
Round   9, Train loss: 1.721, Test loss: 1.812, Test accuracy: 66.87
