nohup: ignoring input
/data/jij/csm/code/FL_HLS/utils/sampling.py:91: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.clone().detach() or sourceTensor.clone().detach().requires_grad_(True), rather than torch.tensor(sourceTensor).
  label = torch.tensor(dataset.targets[i]).item()
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%% 

%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%  fedavg  local_only:1   %%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%% 

# alg: fedavg , epochs: 100, shard_per_user: 3, limit_local_output: 0, local_rep_ep: 3 , local_only: 1, is_concept_shift: 0, dataset: mnist, level_n_system: 0.0 , level_n_lowerb:0.2  

fedavg
MLP(
  (layer_input): Linear(in_features=784, out_features=512, bias=True)
  (relu): ReLU()
  (dropout): Dropout(p=0, inplace=False)
  (layer_hidden1): Linear(in_features=512, out_features=256, bias=True)
  (layer_hidden2): Linear(in_features=256, out_features=64, bias=True)
  (layer_out): Linear(in_features=64, out_features=10, bias=True)
  (softmax): Softmax(dim=1)
)
odict_keys(['layer_input.weight', 'layer_input.bias', 'layer_hidden1.weight', 'layer_hidden1.bias', 'layer_hidden2.weight', 'layer_hidden2.bias', 'layer_out.weight', 'layer_out.bias'])
8
[]
['layer_input.weight', 'layer_input.bias', 'layer_hidden1.weight', 'layer_hidden1.bias', 'layer_hidden2.weight', 'layer_hidden2.bias', 'layer_out.weight', 'layer_out.bias']
learning rate, batch size: 0.01, 10 

Round   0, Train loss: 2.286, Test loss: 2.284, Test accuracy: 29.23 

Round   0, Global train loss: 2.286, Global test loss: 2.298, Global test accuracy: 22.23 

Round   1, Train loss: 2.121, Test loss: 2.161, Test accuracy: 45.83 

Round   1, Global train loss: 2.121, Global test loss: 2.274, Global test accuracy: 36.82 

Round   2, Train loss: 1.830, Test loss: 1.997, Test accuracy: 52.82 

Round   2, Global train loss: 1.830, Global test loss: 2.206, Global test accuracy: 22.97 

Round   3, Train loss: 1.772, Test loss: 1.914, Test accuracy: 61.03 

Round   3, Global train loss: 1.772, Global test loss: 2.146, Global test accuracy: 33.80 

Round   4, Train loss: 1.749, Test loss: 1.840, Test accuracy: 64.58 

Round   4, Global train loss: 1.749, Global test loss: 2.165, Global test accuracy: 32.42 

Round   5, Train loss: 1.613, Test loss: 1.801, Test accuracy: 67.40 

Round   5, Global train loss: 1.613, Global test loss: 2.170, Global test accuracy: 31.82 

Round   6, Train loss: 1.578, Test loss: 1.778, Test accuracy: 71.55 

Round   6, Global train loss: 1.578, Global test loss: 2.195, Global test accuracy: 31.18 

Round   7, Train loss: 1.650, Test loss: 1.756, Test accuracy: 73.47 

Round   7, Global train loss: 1.650, Global test loss: 2.160, Global test accuracy: 42.83 

Round   8, Train loss: 1.597, Test loss: 1.732, Test accuracy: 73.72 

Round   8, Global train loss: 1.597, Global test loss: 2.199, Global test accuracy: 28.85 

Round   9, Train loss: 1.678, Test loss: 1.713, Test accuracy: 75.25 

Round   9, Global train loss: 1.678, Global test loss: 2.159, Global test accuracy: 36.13 

Round  10, Train loss: 1.625, Test loss: 1.674, Test accuracy: 79.13 

Round  10, Global train loss: 1.625, Global test loss: 2.162, Global test accuracy: 29.55 

Round  11, Train loss: 1.639, Test loss: 1.673, Test accuracy: 79.77 

Round  11, Global train loss: 1.639, Global test loss: 2.172, Global test accuracy: 30.13 

Round  12, Train loss: 1.635, Test loss: 1.679, Test accuracy: 78.58 

Round  12, Global train loss: 1.635, Global test loss: 2.175, Global test accuracy: 29.87 

Round  13, Train loss: 1.611, Test loss: 1.668, Test accuracy: 79.63 

Round  13, Global train loss: 1.611, Global test loss: 2.223, Global test accuracy: 19.57 

Round  14, Train loss: 1.632, Test loss: 1.653, Test accuracy: 81.42 

Round  14, Global train loss: 1.632, Global test loss: 2.221, Global test accuracy: 19.72 

